report_date,region,new_cases,case_avg
2020-01-24,Kansas City,0,0
2020-01-25,Kansas City,0,0
2020-01-26,Kansas City,0,0
2020-01-27,Kansas City,0,0
2020-01-28,Kansas City,0,0
2020-01-29,Kansas City,0,0
2020-01-30,Kansas City,0,0
2020-01-31,Kansas City,0,0
2020-02-01,Kansas City,0,0
2020-02-02,Kansas City,0,0
2020-02-03,Kansas City,0,0
2020-02-04,Kansas City,0,0
2020-02-05,Kansas City,0,0
2020-02-06,Kansas City,0,0
2020-02-07,Kansas City,0,0
2020-02-08,Kansas City,0,0
2020-02-09,Kansas City,0,0
2020-02-10,Kansas City,0,0
2020-02-11,Kansas City,0,0
2020-02-12,Kansas City,0,0
2020-02-13,Kansas City,0,0
2020-02-14,Kansas City,0,0
2020-02-15,Kansas City,0,0
2020-02-16,Kansas City,0,0
2020-02-17,Kansas City,0,0
2020-02-18,Kansas City,0,0
2020-02-19,Kansas City,0,0
2020-02-20,Kansas City,0,0
2020-02-21,Kansas City,0,0
2020-02-22,Kansas City,0,0
2020-02-23,Kansas City,0,0
2020-02-24,Kansas City,0,0
2020-02-25,Kansas City,0,0
2020-02-26,Kansas City,0,0
2020-02-27,Kansas City,0,0
2020-02-28,Kansas City,0,0
2020-02-29,Kansas City,0,0
2020-03-01,Kansas City,0,0
2020-03-02,Kansas City,0,0
2020-03-03,Kansas City,0,0
2020-03-04,Kansas City,0,0
2020-03-05,Kansas City,0,0
2020-03-06,Kansas City,0,0
2020-03-07,Kansas City,0,0
2020-03-08,Kansas City,0,0
2020-03-09,Kansas City,0,0
2020-03-10,Kansas City,0,0
2020-03-11,Kansas City,0,0
2020-03-12,Kansas City,0,0
2020-03-13,Kansas City,0,0
2020-03-14,Kansas City,0,0
2020-03-15,Kansas City,0,0
2020-03-16,Kansas City,1,0.14285714285714285
2020-03-17,Kansas City,3,0.5714285714285714
2020-03-18,Kansas City,1,0.7142857142857143
2020-03-19,Kansas City,2,1
2020-03-20,Kansas City,16,3.2857142857142856
2020-03-21,Kansas City,2,3.5714285714285716
2020-03-22,Kansas City,0,3.5714285714285716
2020-03-23,Kansas City,15,5.571428571428571
2020-03-24,Kansas City,16,7.428571428571429
2020-03-25,Kansas City,31,11.714285714285714
2020-03-26,Kansas City,30,15.714285714285714
2020-03-27,Kansas City,31,17.857142857142858
2020-03-28,Kansas City,20,20.428571428571427
2020-03-29,Kansas City,15,22.571428571428573
2020-03-30,Kansas City,25,24
2020-03-31,Kansas City,52,29.142857142857142
2020-04-01,Kansas City,33,29.428571428571427
2020-04-02,Kansas City,36,30.285714285714285
2020-04-03,Kansas City,38,31.285714285714285
2020-04-04,Kansas City,48,35.285714285714285
2020-04-05,Kansas City,12,34.857142857142854
2020-04-06,Kansas City,58,39.57142857142857
2020-04-07,Kansas City,14,34.142857142857146
2020-04-08,Kansas City,49,36.42857142857143
2020-04-09,Kansas City,19,34
2020-04-10,Kansas City,51,35.857142857142854
2020-04-11,Kansas City,43,35.142857142857146
2020-04-12,Kansas City,17,35.857142857142854
2020-04-13,Kansas City,38,33
2020-04-14,Kansas City,41,36.857142857142854
2020-04-15,Kansas City,34,34.714285714285715
2020-04-16,Kansas City,36,37.142857142857146
2020-04-17,Kansas City,28,33.857142857142854
2020-04-18,Kansas City,15,29.857142857142858
2020-04-19,Kansas City,9,28.714285714285715
2020-04-20,Kansas City,7,24.285714285714285
2020-04-21,Kansas City,29,22.571428571428573
2020-04-22,Kansas City,20,20.571428571428573
2020-04-23,Kansas City,29,19.571428571428573
2020-04-24,Kansas City,17,18
2020-04-25,Kansas City,24,19.285714285714285
2020-04-26,Kansas City,16,20.285714285714285
2020-04-27,Kansas City,11,20.857142857142858
2020-04-28,Kansas City,15,18.857142857142858
2020-04-29,Kansas City,16,18.285714285714285
2020-04-30,Kansas City,37,19.428571428571427
2020-05-01,Kansas City,48,23.857142857142858
2020-05-02,Kansas City,33,25.142857142857142
2020-05-03,Kansas City,17,25.285714285714285
2020-05-04,Kansas City,68,33.42857142857143
2020-05-05,Kansas City,39,36.857142857142854
2020-05-06,Kansas City,36,39.714285714285715
2020-05-07,Kansas City,43,40.57142857142857
2020-05-08,Kansas City,33,38.42857142857143
2020-05-09,Kansas City,25,37.285714285714285
2020-05-10,Kansas City,27,38.714285714285715
2020-05-11,Kansas City,28,33
2020-05-12,Kansas City,10,28.857142857142858
2020-05-13,Kansas City,29,27.857142857142858
2020-05-14,Kansas City,45,28.142857142857142
2020-05-15,Kansas City,35,28.428571428571427
2020-05-16,Kansas City,27,28.714285714285715
2020-05-17,Kansas City,46,31.428571428571427
2020-05-18,Kansas City,29,31.571428571428573
2020-05-19,Kansas City,11,31.714285714285715
2020-05-20,Kansas City,39,33.142857142857146
2020-05-21,Kansas City,20,29.571428571428573
2020-05-22,Kansas City,52,32
2020-05-23,Kansas City,43,34.285714285714285
2020-05-24,Kansas City,69,37.57142857142857
2020-05-25,Kansas City,30,37.714285714285715
2020-05-26,Kansas City,38,41.57142857142857
2020-05-27,Kansas City,36,41.142857142857146
2020-05-28,Kansas City,41,44.142857142857146
2020-05-29,Kansas City,27,40.57142857142857
2020-05-30,Kansas City,47,41.142857142857146
2020-05-31,Kansas City,63,40.285714285714285
2020-06-01,Kansas City,66,45.42857142857143
2020-06-02,Kansas City,133,59
2020-06-03,Kansas City,82,65.57142857142857
2020-06-04,Kansas City,108,75.14285714285714
2020-06-05,Kansas City,77,82.28571428571429
2020-06-06,Kansas City,48,82.42857142857143
2020-06-07,Kansas City,37,78.71428571428571
2020-06-08,Kansas City,66,78.71428571428571
2020-06-09,Kansas City,55,67.57142857142857
2020-06-10,Kansas City,72,66.14285714285714
2020-06-11,Kansas City,91,63.714285714285715
2020-06-12,Kansas City,51,60
2020-06-13,Kansas City,41,59
2020-06-14,Kansas City,0,53.714285714285715
2020-06-15,Kansas City,102,58.857142857142854
2020-06-16,Kansas City,51,58.285714285714285
2020-06-17,Kansas City,72,58.285714285714285
2020-06-18,Kansas City,66,54.714285714285715
2020-06-19,Kansas City,100,61.714285714285715
2020-06-20,Kansas City,93,69.14285714285714
2020-06-21,Kansas City,9,70.42857142857143
2020-06-22,Kansas City,42,61.857142857142854
2020-06-23,Kansas City,117,71.28571428571429
2020-06-24,Kansas City,78,72.14285714285714
2020-06-25,Kansas City,120,79.85714285714286
2020-06-26,Kansas City,103,80.28571428571429
2020-06-27,Kansas City,78,78.14285714285714
2020-06-28,Kansas City,86,89.14285714285714
2020-06-29,Kansas City,95,96.71428571428571
2020-06-30,Kansas City,92,93.14285714285714
2020-07-01,Kansas City,116,98.57142857142857
2020-07-02,Kansas City,92,94.57142857142857
2020-07-03,Kansas City,170,104.14285714285714
2020-07-04,Kansas City,121,110.28571428571429
2020-07-05,Kansas City,74,108.57142857142857
2020-07-06,Kansas City,110,110.71428571428571
2020-07-07,Kansas City,121,114.85714285714286
2020-07-08,Kansas City,137,117.85714285714286
2020-07-09,Kansas City,168,128.71428571428572
2020-07-10,Kansas City,205,133.71428571428572
2020-07-11,Kansas City,111,132.28571428571428
2020-07-12,Kansas City,127,139.85714285714286
2020-07-13,Kansas City,113,140.28571428571428
2020-07-14,Kansas City,150,144.42857142857142
2020-07-15,Kansas City,241,159.28571428571428
2020-07-16,Kansas City,140,155.28571428571428
2020-07-17,Kansas City,261,163.28571428571428
2020-07-18,Kansas City,153,169.28571428571428
2020-07-19,Kansas City,309,195.28571428571428
2020-07-20,Kansas City,138,198.85714285714286
2020-07-21,Kansas City,270,216
2020-07-22,Kansas City,303,224.85714285714286
2020-07-23,Kansas City,400,262
2020-07-24,Kansas City,308,268.7142857142857
2020-07-25,Kansas City,233,280.14285714285717
2020-07-26,Kansas City,194,263.7142857142857
2020-07-27,Kansas City,369,296.7142857142857
2020-07-28,Kansas City,488,327.85714285714283
2020-07-29,Kansas City,340,333.14285714285717
2020-07-30,Kansas City,548,354.2857142857143
2020-07-31,Kansas City,350,360.2857142857143
2020-08-01,Kansas City,182,353
2020-08-02,Kansas City,129,343.7142857142857
2020-08-03,Kansas City,254,327.2857142857143
2020-08-04,Kansas City,277,297.14285714285717
2020-08-05,Kansas City,271,287.2857142857143
2020-08-06,Kansas City,231,242
2020-08-07,Kansas City,303,235.28571428571428
2020-08-08,Kansas City,4,209.85714285714286
2020-08-09,Kansas City,327,238.14285714285714
2020-08-10,Kansas City,253,238
2020-08-11,Kansas City,211,228.57142857142858
2020-08-12,Kansas City,365,242
2020-08-13,Kansas City,355,259.7142857142857
2020-08-14,Kansas City,318,261.85714285714283
2020-08-15,Kansas City,209,291.14285714285717
2020-08-16,Kansas City,175,269.42857142857144
2020-08-17,Kansas City,437,295.7142857142857
2020-08-18,Kansas City,96,279.2857142857143
2020-08-19,Kansas City,82,238.85714285714286
2020-08-20,Kansas City,219,219.42857142857142
2020-08-21,Kansas City,235,207.57142857142858
2020-08-22,Kansas City,315,222.71428571428572
2020-08-23,Kansas City,157,220.14285714285714
2020-08-24,Kansas City,157,180.14285714285714
2020-08-25,Kansas City,120,183.57142857142858
2020-08-26,Kansas City,267,210
2020-08-27,Kansas City,269,217.14285714285714
2020-08-28,Kansas City,286,224.42857142857142
2020-08-29,Kansas City,218,210.57142857142858
2020-08-30,Kansas City,178,213.57142857142858
2020-08-31,Kansas City,223,223
2020-09-01,Kansas City,155,228
2020-09-02,Kansas City,260,227
2020-09-03,Kansas City,234,222
2020-09-04,Kansas City,143,201.57142857142858
2020-09-05,Kansas City,250,206.14285714285714
2020-09-06,Kansas City,168,204.71428571428572
2020-09-07,Kansas City,162,196
2020-09-08,Kansas City,179,199.42857142857142
2020-09-09,Kansas City,140,182.28571428571428
2020-09-10,Kansas City,133,167.85714285714286
2020-01-24,Missouri,0,0
2020-01-25,Missouri,0,0
2020-01-26,Missouri,0,0
2020-01-27,Missouri,0,0
2020-01-28,Missouri,0,0
2020-01-29,Missouri,0,0
2020-01-30,Missouri,0,0
2020-01-31,Missouri,0,0
2020-02-01,Missouri,0,0
2020-02-02,Missouri,0,0
2020-02-03,Missouri,0,0
2020-02-04,Missouri,0,0
2020-02-05,Missouri,0,0
2020-02-06,Missouri,0,0
2020-02-07,Missouri,0,0
2020-02-08,Missouri,0,0
2020-02-09,Missouri,0,0
2020-02-10,Missouri,0,0
2020-02-11,Missouri,0,0
2020-02-12,Missouri,0,0
2020-02-13,Missouri,0,0
2020-02-14,Missouri,0,0
2020-02-15,Missouri,0,0
2020-02-16,Missouri,0,0
2020-02-17,Missouri,0,0
2020-02-18,Missouri,0,0
2020-02-19,Missouri,0,0
2020-02-20,Missouri,0,0
2020-02-21,Missouri,0,0
2020-02-22,Missouri,0,0
2020-02-23,Missouri,0,0
2020-02-24,Missouri,0,0
2020-02-25,Missouri,0,0
2020-02-26,Missouri,0,0
2020-02-27,Missouri,0,0
2020-02-28,Missouri,0,0
2020-02-29,Missouri,0,0
2020-03-01,Missouri,0,0
2020-03-02,Missouri,0,0
2020-03-03,Missouri,0,0
2020-03-04,Missouri,0,0
2020-03-05,Missouri,0,0
2020-03-06,Missouri,0,0
2020-03-07,Missouri,1,0.14285714285714285
2020-03-08,Missouri,0,0.14285714285714285
2020-03-09,Missouri,0,0.14285714285714285
2020-03-10,Missouri,0,0.14285714285714285
2020-03-11,Missouri,0,0.14285714285714285
2020-03-12,Missouri,1,0.2857142857142857
2020-03-13,Missouri,2,0.5714285714285714
2020-03-14,Missouri,1,0.5714285714285714
2020-03-15,Missouri,0,0.5714285714285714
2020-03-16,Missouri,4,1.1428571428571428
2020-03-17,Missouri,7,2.142857142857143
2020-03-18,Missouri,5,2.857142857142857
2020-03-19,Missouri,14,4.714285714285714
2020-03-20,Missouri,37,9.714285714285714
2020-03-21,Missouri,20,12.428571428571429
2020-03-22,Missouri,37,17.714285714285715
2020-03-23,Missouri,53,24.714285714285715
2020-03-24,Missouri,33,28.428571428571427
2020-03-25,Missouri,165,51.285714285714285
2020-03-26,Missouri,128,67.57142857142857
2020-03-27,Missouri,160,85.14285714285714
2020-03-28,Missouri,166,106
2020-03-29,Missouri,62,109.57142857142857
2020-03-30,Missouri,142,122.28571428571429
2020-03-31,Missouri,311,162
2020-04-01,Missouri,78,149.57142857142858
2020-04-02,Missouri,405,189.14285714285714
2020-04-03,Missouri,278,206
2020-04-04,Missouri,172,206.85714285714286
2020-04-05,Missouri,83,209.85714285714286
2020-04-06,Missouri,354,240.14285714285714
2020-04-07,Missouri,314,240.57142857142858
2020-04-08,Missouri,291,271
2020-04-09,Missouri,213,243.57142857142858
2020-04-10,Missouri,257,240.57142857142858
2020-04-11,Missouri,226,248.28571428571428
2020-04-12,Missouri,135,255.71428571428572
2020-04-13,Missouri,233,238.42857142857142
2020-04-14,Missouri,297,236
2020-04-15,Missouri,210,224.42857142857142
2020-04-16,Missouri,214,224.57142857142858
2020-04-17,Missouri,170,212.14285714285714
2020-04-18,Missouri,236,213.57142857142858
2020-04-19,Missouri,151,215.85714285714286
2020-04-20,Missouri,140,202.57142857142858
2020-04-21,Missouri,135,179.42857142857142
2020-04-22,Missouri,193,177
2020-04-23,Missouri,185,172.85714285714286
2020-04-24,Missouri,304,192
2020-04-25,Missouri,201,187
2020-04-26,Missouri,173,190.14285714285714
2020-04-27,Missouri,174,195
2020-04-28,Missouri,135,195
2020-04-29,Missouri,120,184.57142857142858
2020-04-30,Missouri,137,177.71428571428572
2020-05-01,Missouri,277,173.85714285714286
2020-05-02,Missouri,311,189.57142857142858
2020-05-03,Missouri,303,208.14285714285714
2020-05-04,Missouri,322,229.28571428571428
2020-05-05,Missouri,143,230.42857142857142
2020-05-06,Missouri,245,248.28571428571428
2020-05-07,Missouri,245,263.7142857142857
2020-05-08,Missouri,164,247.57142857142858
2020-05-09,Missouri,164,226.57142857142858
2020-05-10,Missouri,169,207.42857142857142
2020-05-11,Missouri,119,178.42857142857142
2020-05-12,Missouri,99,172.14285714285714
2020-05-13,Missouri,245,172.14285714285714
2020-05-14,Missouri,121,154.42857142857142
2020-05-15,Missouri,77,142
2020-05-16,Missouri,227,151
2020-05-17,Missouri,275,166.14285714285714
2020-05-18,Missouri,156,171.42857142857142
2020-05-19,Missouri,144,177.85714285714286
2020-05-20,Missouri,141,163
2020-05-21,Missouri,147,166.71428571428572
2020-05-22,Missouri,140,175.71428571428572
2020-05-23,Missouri,125,161.14285714285714
2020-05-24,Missouri,192,149.28571428571428
2020-05-25,Missouri,182,153
2020-05-26,Missouri,141,152.57142857142858
2020-05-27,Missouri,187,159.14285714285714
2020-05-28,Missouri,191,165.42857142857142
2020-05-29,Missouri,134,164.57142857142858
2020-05-30,Missouri,169,170.85714285714286
2020-05-31,Missouri,179,169
2020-06-01,Missouri,226,175.28571428571428
2020-06-02,Missouri,299,197.85714285714286
2020-06-03,Missouri,198,199.42857142857142
2020-06-04,Missouri,266,210.14285714285714
2020-06-05,Missouri,229,223.71428571428572
2020-06-06,Missouri,144,220.14285714285714
2020-06-07,Missouri,326,241.14285714285714
2020-06-08,Missouri,174,233.71428571428572
2020-06-09,Missouri,237,224.85714285714286
2020-06-10,Missouri,266,234.57142857142858
2020-06-11,Missouri,262,234
2020-06-12,Missouri,187,228
2020-06-13,Missouri,216,238.28571428571428
2020-06-14,Missouri,57,199.85714285714286
2020-06-15,Missouri,328,221.85714285714286
2020-06-16,Missouri,218,219.14285714285714
2020-06-17,Missouri,221,212.71428571428572
2020-06-18,Missouri,337,223.42857142857142
2020-06-19,Missouri,292,238.42857142857142
2020-06-20,Missouri,375,261.14285714285717
2020-06-21,Missouri,397,309.7142857142857
2020-06-22,Missouri,141,283
2020-06-23,Missouri,410,310.42857142857144
2020-06-24,Missouri,324,325.14285714285717
2020-06-25,Missouri,649,369.7142857142857
2020-06-26,Missouri,491,398.14285714285717
2020-06-27,Missouri,342,393.42857142857144
2020-06-28,Missouri,345,386
2020-06-29,Missouri,494,436.42857142857144
2020-06-30,Missouri,527,453.14285714285717
2020-07-01,Missouri,320,452.57142857142856
2020-07-02,Missouri,490,429.85714285714283
2020-07-03,Missouri,535,436.14285714285717
2020-07-04,Missouri,441,450.2857142857143
2020-07-05,Missouri,273,440
2020-07-06,Missouri,516,443.14285714285717
2020-07-07,Missouri,716,470.14285714285717
2020-07-08,Missouri,777,535.4285714285714
2020-07-09,Missouri,958,602.2857142857143
2020-07-10,Missouri,759,634.2857142857143
2020-07-11,Missouri,589,655.4285714285714
2020-07-12,Missouri,524,691.2857142857143
2020-07-13,Missouri,608,704.4285714285714
2020-07-14,Missouri,1036,750.1428571428571
2020-07-15,Missouri,920,770.5714285714286
2020-07-16,Missouri,859,756.4285714285714
2020-07-17,Missouri,940,782.2857142857143
2020-07-18,Missouri,827,816.2857142857143
2020-07-19,Missouri,791,854.4285714285714
2020-07-20,Missouri,890,894.7142857142857
2020-07-21,Missouri,1204,918.7142857142857
2020-07-22,Missouri,1206,959.5714285714286
2020-07-23,Missouri,1469,1046.7142857142858
2020-07-24,Missouri,1301,1098.2857142857142
2020-07-25,Missouri,1086,1135.2857142857142
2020-07-26,Missouri,1167,1189
2020-07-27,Missouri,1336,1252.7142857142858
2020-07-28,Missouri,1412,1282.4285714285713
2020-07-29,Missouri,1458,1318.4285714285713
2020-07-30,Missouri,1988,1392.5714285714287
2020-07-31,Missouri,1374,1403
2020-08-01,Missouri,940,1382.142857142857
2020-08-02,Missouri,565,1296.142857142857
2020-08-03,Missouri,1100,1262.4285714285713
2020-08-04,Missouri,1204,1232.7142857142858
2020-08-05,Missouri,1065,1176.5714285714287
2020-08-06,Missouri,1226,1067.7142857142858
2020-08-07,Missouri,1139,1034.142857142857
2020-08-08,Missouri,389,955.4285714285714
2020-08-09,Missouri,1193,1045.142857142857
2020-08-10,Missouri,979,1027.857142857143
2020-08-11,Missouri,1055,1006.5714285714286
2020-08-12,Missouri,1428,1058.4285714285713
2020-08-13,Missouri,1557,1105.7142857142858
2020-08-14,Missouri,1372,1139
2020-08-15,Missouri,1143,1246.7142857142858
2020-08-16,Missouri,1057,1227.2857142857142
2020-08-17,Missouri,1379,1284.4285714285713
2020-08-18,Missouri,864,1257.142857142857
2020-08-19,Missouri,1044,1202.2857142857142
2020-08-20,Missouri,1106,1137.857142857143
2020-08-21,Missouri,1307,1128.5714285714287
2020-08-22,Missouri,1252,1144.142857142857
2020-08-23,Missouri,878,1118.5714285714287
2020-08-24,Missouri,890,1048.7142857142858
2020-08-25,Missouri,977,1064.857142857143
2020-08-26,Missouri,1340,1107.142857142857
2020-08-27,Missouri,1319,1137.5714285714287
2020-08-28,Missouri,1528,1169.142857142857
2020-08-29,Missouri,1553,1212.142857142857
2020-08-30,Missouri,1182,1255.5714285714287
2020-08-31,Missouri,1149,1292.5714285714287
2020-09-01,Missouri,1064,1305
